[2026-03-09 01:16:20,786] INFO - src.data.preprocessor - preprocessor.py:179: Found 3240 audio files in data/raw/physionet
[2026-03-09 01:16:25,028] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 15 segments of 3.0s
[2026-03-09 01:16:25,064] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,099] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,135] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,176] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,215] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,258] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,301] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,334] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 13 segments of 3.0s
[2026-03-09 01:16:25,370] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,412] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,452] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 16 segments of 3.0s
[2026-03-09 01:16:25,492] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,527] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,568] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,610] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,650] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,689] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,723] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,764] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,805] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,883] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:25,924] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,958] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:25,994] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,034] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,073] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,115] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,156] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,200] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:26,230] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,273] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:26,297] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,340] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,382] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:26,417] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,460] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,504] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,542] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,583] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,621] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:26,647] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,687] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:26,720] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:26,760] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:26,796] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,838] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,879] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,921] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:26,981] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,025] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,067] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,105] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,137] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,170] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,220] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,260] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,300] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,335] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,369] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,410] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:27,433] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,473] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:27,494] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:27,518] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,554] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,592] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:27,625] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,663] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,699] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,738] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,780] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 13 segments of 3.0s
[2026-03-09 01:16:27,810] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,854] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:27,875] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,916] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:27,955] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:27,978] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:28,003] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,045] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,084] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,124] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 15 segments of 3.0s
[2026-03-09 01:16:28,160] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:28,194] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,235] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,277] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,320] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,362] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,408] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,448] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:28,470] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,516] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:28,551] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,607] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,651] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,691] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,728] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:28,754] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,797] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,839] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,881] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,920] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,958] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:28,994] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,034] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:29,058] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:29,092] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,356] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,401] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,447] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:29,485] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,528] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 10 segments of 3.0s
[2026-03-09 01:16:29,556] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 15 segments of 3.0s
[2026-03-09 01:16:29,595] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,640] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:29,676] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,719] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,760] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,818] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,860] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:29,892] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,940] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:29,982] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,023] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,063] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,106] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,148] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:30,184] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:30,220] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,261] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:30,285] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,327] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:30,350] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,391] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,431] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,473] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:30,496] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:30,534] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,576] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:30,612] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,654] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,694] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,733] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,775] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,815] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,856] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:30,895] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:30,918] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 10 segments of 3.0s
[2026-03-09 01:16:30,944] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:30,978] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,021] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,067] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,109] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:31,146] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,187] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,235] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,294] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,335] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,375] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,413] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,483] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,522] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,564] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,604] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,647] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,692] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,734] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:31,769] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:31,794] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:31,829] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:31,863] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,907] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,946] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:31,986] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,029] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,071] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,114] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,157] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 15 segments of 3.0s
[2026-03-09 01:16:32,193] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:32,217] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,261] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,301] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 16 segments of 3.0s
[2026-03-09 01:16:32,338] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,379] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:32,412] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:32,447] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,489] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,530] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,575] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,618] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,670] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,708] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,750] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,788] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,831] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,869] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:32,903] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 9 segments of 3.0s
[2026-03-09 01:16:32,925] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:32,966] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:33,003] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 15 segments of 3.0s
[2026-03-09 01:16:33,041] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:33,076] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 13 segments of 3.0s
[2026-03-09 01:16:33,110] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:33,148] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:33,188] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
[2026-03-09 01:16:33,223] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:33,267] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:33,304] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 17 segments of 3.0s
[2026-03-09 01:16:33,348] DEBUG - src.data.preprocessor - preprocessor.py:87: Segmented into 14 segments of 3.0s
